1
251,251,255,255,255,255,251,251,134,97,77,73,57,53,53
251,251,255,251,251,239,178,113,45,101,105,77,77,65,65
251,251,247,162,109,36,61,85,89,117,113,105,101,85,77
121,117,69,101,40,65,101,85,117,105,97,97,69,53,53
77,69,73,105,109,109,101,97,61,40,40,20,40,0,32
97,101,105,105,113,105,89,65,57,49,36,36,24,32,32
182,182,182,182,190,190,190,198,198,198,190,190,190,190,198
170,178,170,170,178,182,178,178,182,190,182,178,170,170,178
170,170,162,162,170,162,158,146,158,170,162,150,142,142,146
162,158,150,178,198,162,170,235,206,215,162,239,223,235,231
146,130,178,178,235,247,251,251,247,247,251,251,251,251,251
239,251,247,251,251,251,255,251,251,251,255,255,255,255,255
255,255,255,255,255,255,255,247,190,247,251,251,255,255,255
255,255,255,255,255,255,255,247,121,182,170,251,251,255,255
255,255,255,255,255,255,255,255,247,251,247,255,251,255,255
255,255,255,255,255,255,255,251,247,247,251,251,251,247,251
255,255,255,255,255,251,251,158,113,109,121,109,113,77,73
251,247,158,138,61,105,57,97,97,101,77,89,65,65,36
57,12,40,0,28,16,40,61,89,97,93,101,89,89,73
0,24,36,45,53,57,77,57,93,85,81,85,77,69,77
61,81,77,89,73,65,61,65,81,69,65,69,73,69,69
146,146,150,158,158,162,158,158,162,178,190,190,190,198,198
215,247,182,231,178,150,158,162,142,178,170,170,182,182,178
251,251,251,247,247,162,247,182,247,215,223,170,170,182,190
251,251,251,251,251,251,255,251,255,251,247,198,158,182,182
255,255,255,251,251,247,251,251,255,251,247,162,190,198,206
255,255,255,255,255,251,251,251,247,247,125,117,125,121,134
255,255,255,255,255,255,255,255,251,170,97,57,69,65,81
255,255,255,255,255,255,255,255,251,113,4,45,36,36,40
121,109,162,235,247,251,251,247,130,57,36,4,28,28,24
16,49,24,57,36,69,49,57,49,28,32,16,12,16,12
40,49,28,28,20,20,4,4,4,8,24,12,8,4,4
57,53,49,40,45,16,36,28,28,28,20,24,28,24,24
53,49,49,49,49,40,45,40,49,53,49,45,40,49,45
53,53,53,57,49,61,49,57,69,65,61,61,61,61,61
65,69,93,93,97,105,89,105,105,77,69,77,81,69,89
206,198,198,190,190,190,158,138,142,150,138,134,138,150,178
198,198,190,190,182,182,158,134,134,146,138,130,138,150,178
190,190,190,182,182,182,162,134,134,142,138,130,134,146,170
206,162,206,198,182,223,158,134,142,150,130,125,142,190,162
206,190,206,198,178,182,162,150,162,190,150,134,138,170,198
178,178,170,178,190,178,146,138,121,121,117,117,117,134,142
198,198,182,162,198,146,138,121,105,97,73,73,77,101,85
178,206,223,162,182,130,121,109,57,49,49,53,49,53,49
109,121,158,162,206,206,130,109,45,8,20,28,45,40,32
53,77,101,113,121,190,158,121,97,49,36,12,45,45,49
8,36,24,53,53,101,121,142,162,117,93,49,69,65,65
8,4,36,36,36,40,65,109,109,121,105,77,77,81,97
16,28,40,36,28,4,4,32,36,65,61,65,77,89,101
36,36,24,28,32,24,8,24,32,36,45,57,77,85,109
36,45,40,49,40,24,28,32,36,36,36,61,73,101,117
247,247,247,247,247,247,243,243,243,243,239,239,239,235,235
247,247,247,247,247,247,243,243,243,243,239,239,235,231,231
247,247,247,247,247,247,243,243,243,243,239,239,235,231,231
247,247,247,247,247,247,243,243,243,243,239,239,235,235,235
247,247,247,247,247,247,243,243,243,243,239,239,239,239,239
247,243,243,247,247,247,239,223,227,247,231,243,243,247,231
235,223,223,210,219,198,186,178,186,178,178,174,194,182,198
210,194,186,178,186,186,174,81,40,12,40,40,73,69,85
190,174,174,166,170,182,186,93,24,32,28,32,36,57,32
170,130,150,150,150,166,178,158,93,101,81,81,81,81,61
170,121,93,81,89,121,130,142,125,97,85,89,109,142,117
162,93,65,32,32,40,40,49,77,73,85,93,125,170,166
158,77,57,40,40,12,32,24,40,49,61,49,81,158,162
81,77,40,28,24,20,16,16,16,8,28,16,40,40,61
57,49,45,32,12,16,4,8,8,12,8,4,16,28,32
32,12,16,12,4,4,8,0,0,4,24,20,28,8,32
20,20,28,24,28,20,28,8,16,24,8,16,0,0,12
8,8,8,24,32,32,40,28,36,28,24,16,12,0,0
45,32,8,36,24,32,12,49,40,12,49,0,32,20,8
150,85,32,40,4,12,28,12,40,40,28,49,32,45,40
178,174,162,162,150,125,65,81,40,49,36,40,36,40,53
206,206,206,202,198,202,182,178,130,65,20,28,24,32,36
239,210,223,206,206,206,219,198,182,93,28,36,32,61,49
210,206,215,219,210,210,202,210,178,85,49,61,93,150,162
210,206,206,198,190,198,194,178,170,81,65,125,125,166,170
206,202,198,190,182,174,166,57,65,117,150,166,166,166,174
202,198,198,194,186,182,162,81,57,166,178,170,166,170,178
206,202,202,202,198,202,178,186,174,182,182,174,162,170,182
210,206,206,206,202,198,198,202,198,190,190,174,162,166,178
210,206,206,202,198,202,215,194,190,194,194,170,166,166,174
198,202,194,198,206,194,194,186,178,182,178,101,32,93,150
202,206,194,198,202,194,198,194,178,182,170,117,142,158,166
190,190,198,202,198,198,198,182,182,174,178,154,150,162,158
162,166,174,190,194,198,194,186,174,174,166,158,150,158,162
130,130,121,162,178,170,174,162,158,170,166,190,186,198,178
117,105,93,121,97,97,69,57,89,150,227,251,251,251,190
105,81,81,65,45,40,36,28,8,178,251,251,251,198,65
105,57,61,32,49,28,16,8,28,190,251,251,247,130,28
178,166,158,154,130,77,20,28,32,170,198,206,178,85,0
186,198,198,219,182,170,101,85,150,158,178,178,154,45,24
158,158,178,170,178,162,150,162,170,170,178,178,174,142,73
24,0,49,32,125,105,117,162,166,182,178,178,190,182,154
0,0,0,24,28,49,49,81,158,150,142,130,158,142,166
8,0,0,4,24,20,28,8,32,0,45,16,49,49,65
28,8,16,24,8,16,0,0,12,0,8,12,4,32,28
166,158,121,121,134,150,150,121,162,130,162,158,158,170,170
158,105,45,32,45,57,49,61,57,65,162,109,178,170,190
150,89,32,16,32,40,28,16,36,178,251,251,251,251,251
105,73,36,36,45,45,32,28,186,251,255,255,255,255,255
81,65,61,49,57,40,4,89,231,251,251,251,255,251,255
57,49,49,49,36,16,65,162,219,247,251,227,251,215,251
40,49,36,40,20,12,121,190,251,251,251,251,251,251,251
28,28,20,8,0,24,158,243,251,251,251,251,255,255,255
28,24,28,16,16,28,134,202,247,251,255,251,255,255,255
49,36,57,57,49,28,77,101,190,194,202,210,219,206,206
93,93,117,134,109,77,81,69,93,105,65,117,93,109,81
77,93,93,121,121,105,85,117,81,89,89,93,81,121,101
65,77,97,117,125,125,93,77,69,77,81,93,97,97,130
57,73,105,130,121,93,77,53,40,45,49,49,57,57,57
49,61,85,117,105,85,69,49,36,40,40,40,36,32,32
186,182,178,174,166,162,125,77,36,16,16,8,8,0,8
186,182,178,174,166,154,97,61,32,20,20,8,12,4,4
186,182,178,174,166,158,101,65,36,24,12,0,4,8,8
182,182,178,174,166,154,121,85,45,20,12,0,12,0,12
186,182,174,170,166,162,121,77,32,20,24,4,16,16,8
182,182,178,174,166,154,130,65,49,32,28,12,8,16,8
182,178,178,174,166,158,158,69,45,40,0,32,12,0,28
182,182,174,170,162,150,117,49,28,12,0,8,0,4,4
182,186,178,170,166,162,89,57,0,4,0,0,0,0,0
190,202,198,194,186,166,154,40,57,0,81,16,57,0,49
231,223,231,231,215,206,215,206,231,251,251,251,251,247,206
251,247,243,231,202,247,251,255,255,255,255,255,255,255,255
235,227,210,198,182,194,247,255,255,255,255,255,255,255,255
251,202,178,174,166,158,178,243,255,255,255,255,255,255,255
251,190,162,162,162,142,142,247,255,255,255,255,255,255,255
0,8,0,4,4,0,0,20,16,24,32,49,49,49,61
0,0,0,0,0,0,0,12,28,24,40,32,45,53,77
81,16,57,0,49,4,36,0,32,0,20,16,28,45,81
251,251,251,247,206,198,190,182,178,166,73,57,32,28,40
255,255,255,255,255,255,251,255,251,251,235,170,158,57,57
255,255,255,255,255,255,255,251,251,251,255,251,251,227,206
255,255,255,255,255,255,255,247,206,251,251,255,255,255,255
255,255,255,255,255,255,255,251,134,178,210,251,255,255,255
255,255,255,255,255,255,255,251,174,162,182,198,251,255,255
190,239,251,251,255,255,255,231,174,186,190,231,251,255,255
40,12,77,8,150,154,174,134,174,198,202,247,251,255,255
40,57,40,40,20,73,85,158,158,166,178,182,190,247,255
105,117,105,109,93,117,150,142,130,142,134,93,85,93,198
93,89,97,117,105,117,130,125,125,134,150,97,93,65,154
53,53,65,81,97,117,125,130,125,121,130,130,125,89,77
101,125,142,117,154,105,109,109,134,121,130,158,134,130,154
93,57,85,97,130,121,117,101,134,121,142,158,142,125,150
190,170,158,105,89,117,97,89,130,134,142,150,150,142,134
251,251,198,178,130,20,53,85,101,121,134,130,142,158,142
251,251,251,219,202,162,85,105,93,97,130,142,134,150,142
255,251,251,251,251,251,223,186,174,142,121,150,142,130,130
255,255,251,251,251,251,255,251,247,174,101,142,150,130,142
255,255,255,251,251,251,251,255,251,198,162,121,121,130,125
255,255,255,255,251,251,251,251,231,178,166,162,158,142,130
251,255,255,255,255,251,247,210,182,166,166,170,162,154,150
186,251,251,255,255,251,215,162,154,154,162,166,162,158,158
61,65,166,219,219,194,117,49,73,101,125,150,158,162,162
16,36,20,97,49,81,24,24,49,65,69,93,154,166,166
45,65,36,20,8,0,16,32,36,40,40,53,93,150,162
57,49,57,40,32,32,20,20,20,20,28,28,40,81,125
158,142,130,130,130,130,142,150,130,130,125,125,125,121,109
162,162,162,158,150,142,142,154,130,125,121,121,117,109,101
170,174,170,162,150,130,130,150,125,117,117,125,130,125,109
162,170,170,162,154,130,109,109,89,89,97,117,134,130,117
109,162,174,170,166,154,93,73,53,57,69,93,109,109,97
61,117,150,166,178,174,162,65,16,20,40,65,81,89,93
40,65,93,154,170,186,178,93,28,20,36,61,69,65,65
45,32,40,81,150,186,190,101,45,32,49,65,65,53,49
40,32,45,53,61,150,170,125,77,65,77,85,81,65,49
40,36,32,32,36,77,130,121,105,105,109,105,97,93,69
57,36,16,24,49,77,89,85,117,130,142,134,130,142,121
77,65,57,57,61,77,89,105,121,142,154,150,150,158,162
125,93,93,93,85,101,125,150,142,150,158,158,142,150,162
154,134,121,125,142,142,150,150,150,158,158,150,150,121,125
101,93,93,97,101,105,121,134,134,158,158,154,142,125,105
113,113,105,105,109,113,117,117,117,117,117,117,117,117,117
109,105,105,105,109,109,109,109,113,113,113,113,113,113,117
113,109,109,113,117,113,109,109,113,117,117,117,117,117,117
117,113,113,125,117,117,113,121,113,113,117,109,121,121,125
125,121,113,113,125,125,105,93,113,113,105,109,117,121,117
117,105,113,105,117,125,125,105,93,101,101,105,105,109,105
117,117,125,130,134,138,134,77,45,65,65,65,65,57,73
125,125,121,125,134,158,125,65,45,53,53,49,40,45,53
109,105,125,113,113,125,121,113,105,121,117,105,49,53,49
65,65,61,65,53,65,109,125,134,190,138,130,117,113,105
49,49,45,40,49,40,40,49,101,117,121,93,105,77,113
49,40,36,32,24,16,8,8,8,12,24,24,32,32,36
45,36,32,24,16,8,4,4,8,12,12,20,28,16,20
45,36,36,28,20,12,12,16,20,24,24,28,32,20,20
45,36,32,24,20,16,16,20,20,20,28,28,32,24,28
20,24,28,36,32,36,36,32,20,28,12,28,20,32,32
28,32,24,32,32,32,32,24,16,12,0,4,4,12,12
24,28,24,32,36,36,32,24,20,12,8,4,0,4,4
49,40,36,32,36,32,24,20,16,16,8,12,4,8,0
65,61,53,40,40,32,28,24,24,12,12,4,4,8,8
73,69,61,45,40,36,36,36,36,36,32,24,12,12,8
97,81,57,36,28,20,32,49,61,61,57,45,32,28,24
97,81,53,32,28,24,53,105,121,125,125,125,113,113,105
93,81,53,32,20,24,93,130,134,134,142,146,146,154,150
97,85,49,24,8,16,113,134,134,134,142,150,154,166,162
93,81,49,24,8,20,125,138,138,138,138,142,142,150,146
93,77,40,16,0,4,121,138,138,138,138,142,142,150,146
93,73,28,4,0,28,130,138,138,138,142,138,146,146,146
93,105,32,8,0,4,121,138,134,138,142,142,142,146,142
109,69,32,8,0,36,134,138,134,134,138,142,142,142,142
105,138,154,170,162,182,194,178,194,186,190,186,190,198,182
117,154,166,170,190,190,182,190,186,202,178,194,202,186,178
113,138,150,166,166,178,186,182,182,223,162,198,202,146,142
121,150,158,162,166,182,178,182,170,178,210,170,158,134,53
117,134,138,142,162,158,162,219,215,251,251,134,125,49,12
117,130,130,130,130,130,138,251,255,255,146,65,32,0,0
61,69,85,105,93,57,101,219,251,239,125,40,8,40,16
20,24,49,36,40,20,113,251,251,142,113,49,57,130,109
45,45,53,85,109,85,105,138,182,138,125,93,97,81,130
101,121,125,134,134,130,113,113,101,61,105,65,69,53,53
113,121,125,117,121,65,69,36,36,36,32,40,28,36,28
85,53,65,20,16,0,8,20,16,8,20,16,20,16,20
101,101,109,61,28,20,16,36,32,36,20,32,16,45,28
85,113,125,125,93,105,105,125,117,121,105,85,81,113,105
49,53,85,69,81,81,105,117,121,125,125,101,121,117,125
194,186,186,190,170,182,182,210,182,190,162,158,170,186,146
190,186,190,198,182,178,162,178,210,251,251,251,235,138,138
178,194,202,186,178,138,130,178,251,255,255,255,235,93,125
162,198,202,146,142,117,57,134,255,255,251,251,215,130,138
210,170,158,134,53,28,20,117,251,251,251,223,166,130,130
251,134,125,49,12,0,4,130,251,251,255,251,210,130,105
146,65,32,0,0,0,32,142,251,255,255,251,142,73,61
125,40,8,40,16,40,20,158,255,255,251,178,125,73,45
113,49,57,130,109,121,130,182,227,239,154,134,105,113,65
125,93,97,81,130,130,134,125,130,113,24,49,61,36,69
105,65,69,53,53,45,49,24,20,12,8,24,24,20,28
32,40,28,36,28,24,20,12,8,16,16,20,16,12,20
20,16,20,16,20,16,20,12,4,16,20,16,20,16,24
20,32,16,45,28,32,32,32,36,36,40,36,40,32,28
105,85,81,113,105,113,113,117,105,113,77,77,57,49,36
113,65,101,53,77,49,57,57,49,32,49,69,45,45,45
36,69,57,65,49,53,53,45,36,45,36,32,32,45,45
20,28,32,40,36,24,32,20,28,32,36,24,36,40,49
12,20,24,20,28,32,36,40,40,36,49,49,57,65,65
16,24,16,28,36,45,57,65,105,85,121,117,105,109,97
32,28,16,24,32,49,65,73,101,113,121,121,109,121,105
49,36,20,32,20,49,49,93,105,134,130,134,125,134,125
109,105,101,117,117,125,130,142,166,251,227,247,223,239,223
109,113,125,130,138,138,162,178,219,247,251,227,251,202,251
49,53,53,61,77,101,101,113,113,101,105,109,113,85,105
0,12,0,0,0,8,0,8,0,0,0,12,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,0,0,8,0,4,0,4,4,4,8
0,12,4,8,0,0,8,4,8,4,4,8,8,12,20
0,0,0,8,0,8,16,8,12,8,8,8,0,4,8
210,202,215,202,198,210,198,215,227,182,186,223,194,210,223
223,186,170,182,170,215,190,194,190,202,215,154,178,182,186
162,142,150,146,138,178,194,215,239,219,202,239,154,202,146
170,154,251,227,251,251,251,255,255,255,255,255,251,255,251
247,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
255,255,255,255,255,255,255,146,109,194,255,255,255,255,255
255,255,255,255,255,255,251,40,81,97,247,255,255,255,255
255,255,255,255,255,251,194,109,130,138,251,255,255,255,255
125,65,117,49,117,36,109,130,109,130,138,251,255,255,255
0,8,0,0,4,32,40,69,65,105,57,85,130,227,251
32,36,24,40,32,45,49,49,57,49,32,4,24,20,93
77,49,57,57,49,32,49,69,45,45,45,32,28,32,0
49,53,53,45,36,45,36,32,32,45,45,40,45,28,20
36,24,32,20,28,32,36,24,36,40,49,40,45,40,40
186,146,190,194,194,186,182,178,198,215,223,227,210,219,219
251,251,227,202,198,198,182,198,178,202,198,186,215,210,215
255,255,251,251,251,202,170,154,158,170,194,223,223,227,235
255,255,255,251,255,251,251,251,247,194,170,146,158,162,178
255,251,251,178,251,255,255,255,255,251,134,49,113,113,130
255,255,255,255,202,251,255,255,255,251,150,121,45,73,53
255,255,255,255,255,166,178,182,247,235,186,158,125,65,53
255,255,255,255,255,251,170,130,121,134,170,186,190,134,105
255,255,255,255,255,255,186,49,28,36,97,138,166,251,202
32,125,130,190,251,150,113,20,0,12,28,45,121,170,251
4,0,16,12,20,12,8,4,0,32,24,0,40,69,146
16,16,0,0,0,4,12,0,16,12,8,20,4,32,85
40,36,20,32,20,20,24,8,16,4,8,20,8,12,45
49,49,36,40,28,32,28,28,16,12,8,4,12,12,0
57,49,49,49,49,36,40,36,32,20,12,0,8,8,0
121,134,170,186,190,134,105,113,73,53,65,40,65,49,65
28,36,97,138,166,251,202,251,134,113,93,97,49,61,49
0,12,28,45,121,170,251,251,247,134,113,65,49,32,53
0,32,24,0,40,69,146,251,251,251,178,105,20,28,53
16,12,8,20,4,32,85,182,255,255,255,134,32,81,97
16,4,8,20,8,12,45,113,251,255,255,227,121,134,130
16,12,8,4,12,12,0,65,190,251,255,138,121,125,130
32,20,12,0,8,8,0,20,125,162,170,125,101,105,125
45,36,20,32,24,36,32,73,101,130,125,109,109,113,113
93,93,93,121,113,121,125,150,134,134,125,101,85,105,93
117,121,130,130,130,121,130,125,121,93,85,61,36,40,69
113,101,101,65,53,36,49,16,32,12,20,24,8,16,20
57,45,28,28,4,12,16,12,20,16,4,8,8,8,4
20,16,4,16,4,20,12,20,4,8,8,12,12,4,12
4,4,12,8,16,12,12,28,16,20,24,12,8,12,8
36,40,69,53,65,49,57,40,49,49,32,32,28,24,16
8,16,20,8,12,8,16,4,8,12,8,16,12,16,4
8,8,4,4,4,0,4,4,8,12,8,12,12,12,12
12,4,12,16,12,8,4,8,16,16,16,12,12,4,8
8,12,8,12,16,12,16,8,16,16,20,24,24,20,12
8,8,0,4,12,0,20,12,16,24,28,36,36,49,45
24,32,24,45,36,49,36,24,36,85,97,113,113,125,125
130,134,130,138,130,138,125,57,69,130,154,170,170,198,186
146,150,182,190,166,178,146,101,93,130,186,210,210,227,210
194,190,190,178,194,162,170,130,113,125,146,166,186,198,186
178,170,182,170,194,166,162,138,125,130,150,170,190,198,190
170,170,178,182,194,194,182,190,154,178,178,186,194,190,190
178,182,186,178,182,190,182,166,170,178,182,182,186,182,186
178,178,182,182,182,182,182,182,182,182,186,186,186,186,186
178,178,182,182,182,182,182,182,182,182,182,182,182,182,182
215,178,158,158,158,194,190,215,227,215,227,227,223,223,227
190,178,210,162,166,178,178,198,219,219,223,223,223,227,235
134,134,134,125,138,150,194,202,227,227,227,227,227,227,235
36,40,53,49,105,125,138,182,202,215,223,227,227,223,223
16,24,45,65,81,121,130,182,194,202,215,227,235,227,227
32,36,85,121,125,134,142,186,182,182,190,215,235,235,227
77,105,125,125,125,130,138,130,134,134,162,190,219,223,223
105,125,125,109,113,53,61,32,36,113,138,194,219,223,219
53,53,77,49,28,32,20,16,8,97,146,210,223,223,219
8,0,0,16,20,20,12,8,28,125,162,215,219,219,215
8,0,8,4,16,20,28,0,16,121,178,215,215,215,210
12,8,4,24,12,8,0,8,32,125,186,210,210,219,215
16,12,20,28,16,36,24,36,65,142,198,215,215,227,219
4,8,24,36,40,65,113,134,146,190,210,215,215,235,215
49,77,81,109,113,130,138,182,194,215,210,210,210,227,202
125,130,125,125,125,125,130,130,125,125,125,125,125,125,125
134,134,130,130,130,130,134,130,130,125,125,125,130,130,130
130,130,130,130,130,130,130,130,125,125,125,125,125,130,125
117,117,117,117,117,121,121,121,125,121,121,117,117,117,109
105,105,101,81,93,109,105,113,117,101,77,61,53,53,49
109,113,113,93,101,105,93,81,69,40,32,28,28,28,28
125,130,130,134,142,138,142,142,125,49,24,20,16,16,20
146,154,182,247,247,255,251,251,231,117,20,16,16,12,12
142,202,247,251,251,251,255,255,251,117,0,4,4,4,8
142,243,251,251,251,251,255,255,142,93,4,8,8,8,4
154,251,251,251,251,251,251,134,65,24,4,4,4,4,4
251,251,255,255,251,251,117,49,16,0,0,0,0,0,4
251,255,251,190,162,89,12,16,12,4,4,8,8,4,0
251,251,142,109,32,0,0,0,16,12,0,0,4,4,0
134,113,16,12,0,0,0,0,16,0,12,4,0,0,0
101,101,105,105,93,81,105,101,89,81,77,77,89,101,45
109,105,101,101,101,93,105,101,93,81,73,73,81,89,65
101,93,93,101,105,109,105,109,105,89,73,69,69,65,49
93,105,109,101,93,105,93,113,109,77,61,69,69,61,32
93,109,101,89,117,130,130,134,121,69,40,49,61,53,45
89,81,61,73,130,194,231,215,142,101,36,40,53,49,61
57,49,65,69,121,178,251,251,251,125,32,45,69,81,89
45,40,45,45,113,170,251,251,247,134,69,93,109,109,109
36,32,36,32,65,138,202,170,150,121,77,93,81,77,101
28,28,32,32,36,93,117,105,93,61,49,61,57,65,77
28,24,32,32,28,36,40,32,32,32,32,36,36,45,45
40,28,24,28,24,28,32,32,28,28,28,28,24,32,32
49,32,24,28,28,32,32,40,36,32,40,36,36,40,45
45,36,32,32,28,32,57,77,65,57,69,65,57,61,65
32,28,24,24,28,32,45,57,65,61,53,53,57,61,61
20,20,24,20,20,24,24,24,20,16,20,16,20,16,16
8,4,8,4,4,8,12,12,8,8,12,8,12,0,12
4,4,0,0,0,0,0,0,0,0,8,4,8,0,12
8,12,4,8,8,12,12,12,12,4,12,4,8,0,16
8,12,12,12,12,16,24,28,24,20,20,16,12,8,20
8,12,4,0,8,20,32,49,45,32,32,24,20,16,28
12,0,0,0,4,20,69,77,73,61,45,36,24,24,28
0,0,0,0,0,20,61,105,117,77,57,32,24,20,24
16,28,16,36,24,113,125,134,138,121,113,61,57,53,73
121,138,130,150,138,210,170,182,202,142,121,117,117,125,138
142,146,146,162,146,150,138,142,142,134,117,117,93,117,121
146,142,142,142,138,134,134,138,134,125,117,121,93,121,121
134,134,138,138,138,138,138,142,134,130,134,134,130,134,134
125,134,130,138,134,134,138,142,138,138,138,134,134,134,138
134,134,134,134,134,138,134,134,134,134,138,134,138,138,138
109,77,24,0,0,24,138,170,154,154,158,162,162,162,166
105,109,32,12,0,16,121,146,150,150,158,162,162,162,166
81,69,24,0,4,32,142,166,138,150,154,158,162,166,170
89,89,24,0,0,20,130,142,142,142,150,162,166,162,162
77,57,20,0,12,36,142,146,138,146,150,158,162,162,158
101,45,24,8,16,36,130,138,138,146,150,154,158,158,154
89,65,28,4,16,49,134,142,142,146,146,150,150,150,150
65,49,32,16,24,73,134,134,134,138,138,138,138,138,138
61,32,32,24,32,57,105,113,117,121,121,117,117,113,109
53,45,32,28,36,69,101,105,77,65,69,69,61,49,45
49,61,53,53,61,69,61,65,53,53,57,57,49,45,45
81,89,77,73,73,69,57,49,45,45,45,49,45,45,53
109,109,101,89,81,77,65,57,53,57,61,57,53,53,61
77,101,81,73,65,57,49,45,45,53,53,49,45,45,49
65,77,65,53,45,45,40,40,45,45,53,57,53,53,53
178,182,190,182,182,202,235,251,251,251,251,251,247,251,223
190,210,194,190,223,251,247,166,251,255,255,255,251,255,255
231,251,247,215,247,255,251,142,247,255,255,255,255,255,255
247,251,251,231,251,255,255,223,235,255,255,255,255,255,255
251,255,255,251,255,255,255,255,243,251,255,255,255,255,255
223,251,251,231,251,255,255,255,158,150,251,255,255,255,255
166,243,166,134,202,255,255,255,178,49,130,235,231,215,255
117,121,117,61,121,255,255,255,170,77,101,134,150,134,138
69,32,32,28,28,142,255,255,182,81,93,121,130,109,117
40,24,28,24,12,40,134,138,125,89,101,130,134,117,81
28,28,32,28,12,12,20,20,49,65,121,142,142,130,89
28,32,28,24,24,20,24,28,45,89,130,142,142,134,125
24,28,24,24,28,32,32,40,69,117,134,138,138,138,134
40,36,40,40,45,49,61,65,101,125,134,138,134,134,130
53,40,45,45,45,65,101,105,117,130,138,134,125,117,121
53,61,61,69,89,93,105,125,130,125,117,93,73,81,109
40,36,40,45,57,81,89,109,101,77,77,65,40,36,57
24,24,24,28,32,36,40,36,32,32,32,28,24,20,24
8,8,8,12,16,16,16,20,20,16,16,16,16,12,12
12,8,8,12,12,8,0,12,16,8,0,4,8,0,8
8,0,0,4,0,0,8,8,12,8,0,0,8,0,12
20,12,12,12,12,20,24,24,28,28,20,16,20,24,24
24,20,16,12,16,28,73,105,117,105,61,32,36,65,65
65,49,40,28,32,69,130,142,142,134,121,73,65,113,117
125,121,117,73,81,125,142,190,170,142,138,125,113,125,130
138,138,130,117,117,130,154,166,178,170,154,138,134,134,138
142,142,138,130,125,130,138,146,154,154,150,142,142,142,142
146,150,142,138,134,134,138,142,146,146,146,146,146,150,150
138,142,146,142,142,146,138,146,150,146,146,146,146,150,154
134,138,142,142,142,138,142,150,150,150,150,150,150,154,158
210,231,235,215,215,210,202,178,194,194,194,194,194,194,194
251,251,251,251,247,251,223,182,190,194,194,194,190,190,194
251,255,255,255,251,255,255,251,215,243,194,194,158,194,170
247,255,255,255,255,255,255,255,251,251,235,190,146,150,150
235,255,255,255,255,255,255,255,255,251,251,190,138,125,134
243,251,255,255,255,255,255,255,255,251,170,138,125,77,61
158,150,251,255,255,255,255,255,255,251,130,121,125,73,36
178,49,130,235,231,215,255,255,255,210,81,77,101,61,36
170,77,101,134,150,134,138,255,251,134,40,57,81,89,65
182,81,93,121,130,109,117,134,130,65,40,53,45,49,65
125,89,101,130,134,117,81,65,57,40,32,32,36,45,49
49,65,121,142,142,130,89,45,45,32,28,28,28,32,40
45,89,130,142,142,134,125,101,61,40,32,32,32,32,40
69,117,134,138,138,138,134,125,105,73,57,49,40,40,45
101,125,134,138,134,134,130,130,121,109,93,89,69,61,61
49,45,45,45,45,40,40,40,40,36,36,36,40,45,36
